snapshot_id,department_id,department_name,branch_id,snapshot_datetime,occupied_beds,total_beds,occupancy_rate
422,8,Oncology,2,2025-08-24 08:00:00,6,16,37.5
423,9,Orthopedics,2,2025-08-24 08:00:00,4,30,13.33
424,10,Pediatrics,2,2025-08-24 08:00:00,4,24,16.67
425,11,Emergency,2,2025-08-24 08:00:00,3,50,6.0
426,12,General Medicine,2,2025-08-24 08:00:00,3,50,6.0
427,13,Cardiology,3,2025-08-24 08:00:00,9,27,33.33
428,14,Oncology,3,2025-08-24 08:00:00,5,14,35.71
429,15,Orthopedics,3,2025-08-24 08:00:00,8,27,29.63
430,16,Pediatrics,3,2025-08-24 08:00:00,5,21,23.81
431,17,Emergency,3,2025-08-24 08:00:00,1,45,2.22
432,18,General Medicine,3,2025-08-24 08:00:00,5,45,11.11
433,1,Cardiology,1,2025-08-25 08:00:00,6,37,16.22
434,2,Oncology,1,2025-08-25 08:00:00,10,20,50.0
435,3,Orthopedics,1,2025-08-25 08:00:00,3,37,8.11
436,4,Pediatrics,1,2025-08-25 08:00:00,6,30,20.0
437,5,Emergency,1,2025-08-25 08:00:00,1,62,1.61
438,6,General Medicine,1,2025-08-25 08:00:00,3,62,4.84
439,7,Cardiology,2,2025-08-25 08:00:00,9,30,30.0
440,8,Oncology,2,2025-08-25 08:00:00,6,16,37.5
441,9,Orthopedics,2,2025-08-25 08:00:00,3,30,10.0
442,10,Pediatrics,2,2025-08-25 08:00:00,4,24,16.67
443,11,Emergency,2,2025-08-25 08:00:00,1,50,2.0
444,12,General Medicine,2,2025-08-25 08:00:00,2,50,4.0
445,13,Cardiology,3,2025-08-25 08:00:00,7,27,25.93
446,14,Oncology,3,2025-08-25 08:00:00,6,14,42.86
447,15,Orthopedics,3,2025-08-25 08:00:00,7,27,25.93
448,16,Pediatrics,3,2025-08-25 08:00:00,4,21,19.05
449,17,Emergency,3,2025-08-25 08:00:00,1,45,2.22
450,18,General Medicine,3,2025-08-25 08:00:00,2,45,4.44
451,1,Cardiology,1,2025-08-26 08:00:00,5,37,13.51
452,2,Oncology,1,2025-08-26 08:00:00,12,20,60.0
453,3,Orthopedics,1,2025-08-26 08:00:00,2,37,5.41
454,4,Pediatrics,1,2025-08-26 08:00:00,5,30,16.67
455,5,Emergency,1,2025-08-26 08:00:00,2,62,3.23
456,6,General Medicine,1,2025-08-26 08:00:00,2,62,3.23
457,7,Cardiology,2,2025-08-26 08:00:00,10,30,33.33
458,8,Oncology,2,2025-08-26 08:00:00,6,16,37.5
459,9,Orthopedics,2,2025-08-26 08:00:00,2,30,6.67
460,10,Pediatrics,2,2025-08-26 08:00:00,2,24,8.33
461,11,Emergency,2,2025-08-26 08:00:00,2,50,4.0
462,12,General Medicine,2,2025-08-26 08:00:00,3,50,6.0
463,13,Cardiology,3,2025-08-26 08:00:00,6,27,22.22
464,14,Oncology,3,2025-08-26 08:00:00,6,14,42.86
465,15,Orthopedics,3,2025-08-26 08:00:00,3,27,11.11
466,16,Pediatrics,3,2025-08-26 08:00:00,3,21,14.29
467,17,Emergency,3,2025-08-26 08:00:00,0,45,0.0
468,18,General Medicine,3,2025-08-26 08:00:00,1,45,2.22
469,1,Cardiology,1,2025-08-27 08:00:00,6,37,16.22
470,2,Oncology,1,2025-08-27 08:00:00,12,20,60.0
471,3,Orthopedics,1,2025-08-27 08:00:00,1,37,2.7
472,4,Pediatrics,1,2025-08-27 08:00:00,3,30,10.0
473,5,Emergency,1,2025-08-27 08:00:00,1,62,1.61
474,6,General Medicine,1,2025-08-27 08:00:00,3,62,4.84
475,7,Cardiology,2,2025-08-27 08:00:00,7,30,23.33
476,8,Oncology,2,2025-08-27 08:00:00,5,16,31.25
477,9,Orthopedics,2,2025-08-27 08:00:00,1,30,3.33
478,10,Pediatrics,2,2025-08-27 08:00:00,3,24,12.5
479,11,Emergency,2,2025-08-27 08:00:00,2,50,4.0
480,12,General Medicine,2,2025-08-27 08:00:00,3,50,6.0
481,13,Cardiology,3,2025-08-27 08:00:00,4,27,14.81
482,14,Oncology,3,2025-08-27 08:00:00,5,14,35.71
483,15,Orthopedics,3,2025-08-27 08:00:00,1,27,3.7
484,16,Pediatrics,3,2025-08-27 08:00:00,3,21,14.29
485,17,Emergency,3,2025-08-27 08:00:00,0,45,0.0
486,18,General Medicine,3,2025-08-27 08:00:00,1,45,2.22
487,1,Cardiology,1,2025-08-28 08:00:00,7,37,18.92
488,2,Oncology,1,2025-08-28 08:00:00,10,20,50.0
489,3,Orthopedics,1,2025-08-28 08:00:00,1,37,2.7
490,4,Pediatrics,1,2025-08-28 08:00:00,4,30,13.33
491,5,Emergency,1,2025-08-28 08:00:00,1,62,1.61
492,6,General Medicine,1,2025-08-28 08:00:00,4,62,6.45
493,7,Cardiology,2,2025-08-28 08:00:00,6,30,20.0
494,8,Oncology,2,2025-08-28 08:00:00,4,16,25.0
495,9,Orthopedics,2,2025-08-28 08:00:00,1,30,3.33
496,10,Pediatrics,2,2025-08-28 08:00:00,3,24,12.5
497,11,Emergency,2,2025-08-28 08:00:00,1,50,2.0
498,12,General Medicine,2,2025-08-28 08:00:00,3,50,6.0
499,13,Cardiology,3,2025-08-28 08:00:00,4,27,14.81
500,14,Oncology,3,2025-08-28 08:00:00,5,14,35.71
501,15,Orthopedics,3,2025-08-28 08:00:00,1,27,3.7
502,16,Pediatrics,3,2025-08-28 08:00:00,3,21,14.29
503,17,Emergency,3,2025-08-28 08:00:00,0,45,0.0
504,18,General Medicine,3,2025-08-28 08:00:00,2,45,4.44
505,1,Cardiology,1,2025-08-29 08:00:00,5,37,13.51
506,2,Oncology,1,2025-08-29 08:00:00,11,20,55.0
507,3,Orthopedics,1,2025-08-29 08:00:00,1,37,2.7
508,4,Pediatrics,1,2025-08-29 08:00:00,4,30,13.33
509,5,Emergency,1,2025-08-29 08:00:00,0,62,0.0
510,6,General Medicine,1,2025-08-29 08:00:00,3,62,4.84
511,7,Cardiology,2,2025-08-29 08:00:00,4,30,13.33
512,8,Oncology,2,2025-08-29 08:00:00,4,16,25.0
513,9,Orthopedics,2,2025-08-29 08:00:00,0,30,0.0
514,10,Pediatrics,2,2025-08-29 08:00:00,4,24,16.67
515,11,Emergency,2,2025-08-29 08:00:00,1,50,2.0
516,12,General Medicine,2,2025-08-29 08:00:00,2,50,4.0
517,13,Cardiology,3,2025-08-29 08:00:00,5,27,18.52
518,14,Oncology,3,2025-08-29 08:00:00,6,14,42.86
519,15,Orthopedics,3,2025-08-29 08:00:00,4,27,14.81
520,16,Pediatrics,3,2025-08-29 08:00:00,3,21,14.29
521,17,Emergency,3,2025-08-29 08:00:00,1,45,2.22
522,18,General Medicine,3,2025-08-29 08:00:00,3,45,6.67
523,1,Cardiology,1,2025-08-30 08:00:00,6,37,16.22
524,2,Oncology,1,2025-08-30 08:00:00,9,20,45.0
525,3,Orthopedics,1,2025-08-30 08:00:00,3,37,8.11
526,4,Pediatrics,1,2025-08-30 08:00:00,5,30,16.67
527,5,Emergency,1,2025-08-30 08:00:00,0,62,0.0
528,6,General Medicine,1,2025-08-30 08:00:00,4,62,6.45
529,7,Cardiology,2,2025-08-30 08:00:00,3,30,10.0
530,8,Oncology,2,2025-08-30 08:00:00,5,16,31.25
531,9,Orthopedics,2,2025-08-30 08:00:00,1,30,3.33
532,10,Pediatrics,2,2025-08-30 08:00:00,4,24,16.67
533,11,Emergency,2,2025-08-30 08:00:00,1,50,2.0
534,12,General Medicine,2,2025-08-30 08:00:00,1,50,2.0
535,13,Cardiology,3,2025-08-30 08:00:00,6,27,22.22
536,14,Oncology,3,2025-08-30 08:00:00,8,14,57.14
537,15,Orthopedics,3,2025-08-30 08:00:00,4,27,14.81
538,16,Pediatrics,3,2025-08-30 08:00:00,3,21,14.29
539,17,Emergency,3,2025-08-30 08:00:00,1,45,2.22
540,18,General Medicine,3,2025-08-30 08:00:00,2,45,4.44
541,1,Cardiology,1,2025-08-31 08:00:00,6,37,16.22
542,2,Oncology,1,2025-08-31 08:00:00,9,20,45.0
543,3,Orthopedics,1,2025-08-31 08:00:00,5,37,13.51
544,4,Pediatrics,1,2025-08-31 08:00:00,5,30,16.67
545,5,Emergency,1,2025-08-31 08:00:00,0,62,0.0
546,6,General Medicine,1,2025-08-31 08:00:00,3,62,4.84
547,7,Cardiology,2,2025-08-31 08:00:00,4,30,13.33
548,8,Oncology,2,2025-08-31 08:00:00,5,16,31.25
549,9,Orthopedics,2,2025-08-31 08:00:00,1,30,3.33
550,10,Pediatrics,2,2025-08-31 08:00:00,7,24,29.17
551,11,Emergency,2,2025-08-31 08:00:00,0,50,0.0
552,12,General Medicine,2,2025-08-31 08:00:00,1,50,2.0
553,13,Cardiology,3,2025-08-31 08:00:00,5,27,18.52
554,14,Oncology,3,2025-08-31 08:00:00,8,14,57.14
555,15,Orthopedics,3,2025-08-31 08:00:00,4,27,14.81
556,16,Pediatrics,3,2025-08-31 08:00:00,2,21,9.52
557,17,Emergency,3,2025-08-31 08:00:00,2,45,4.44
558,18,General Medicine,3,2025-08-31 08:00:00,1,45,2.22
559,1,Cardiology,1,2025-09-01 08:00:00,5,37,13.51
560,2,Oncology,1,2025-09-01 08:00:00,6,20,30.0
561,3,Orthopedics,1,2025-09-01 08:00:00,5,37,13.51
562,4,Pediatrics,1,2025-09-01 08:00:00,6,30,20.0
563,5,Emergency,1,2025-09-01 08:00:00,1,62,1.61
564,6,General Medicine,1,2025-09-01 08:00:00,6,62,9.68
565,7,Cardiology,2,2025-09-01 08:00:00,4,30,13.33
566,8,Oncology,2,2025-09-01 08:00:00,6,16,37.5
567,9,Orthopedics,2,2025-09-01 08:00:00,1,30,3.33
568,10,Pediatrics,2,2025-09-01 08:00:00,6,24,25.0
569,11,Emergency,2,2025-09-01 08:00:00,1,50,2.0
570,12,General Medicine,2,2025-09-01 08:00:00,1,50,2.0
571,13,Cardiology,3,2025-09-01 08:00:00,8,27,29.63
572,14,Oncology,3,2025-09-01 08:00:00,8,14,57.14
573,15,Orthopedics,3,2025-09-01 08:00:00,4,27,14.81
574,16,Pediatrics,3,2025-09-01 08:00:00,3,21,14.29
575,17,Emergency,3,2025-09-01 08:00:00,2,45,4.44
576,18,General Medicine,3,2025-09-01 08:00:00,2,45,4.44
577,1,Cardiology,1,2025-09-02 08:00:00,6,37,16.22
578,2,Oncology,1,2025-09-02 08:00:00,6,20,30.0
579,3,Orthopedics,1,2025-09-02 08:00:00,4,37,10.81
580,4,Pediatrics,1,2025-09-02 08:00:00,8,30,26.67
581,5,Emergency,1,2025-09-02 08:00:00,0,62,0.0
582,6,General Medicine,1,2025-09-02 08:00:00,6,62,9.68
583,7,Cardiology,2,2025-09-02 08:00:00,8,30,26.67
584,8,Oncology,2,2025-09-02 08:00:00,6,16,37.5
585,9,Orthopedics,2,2025-09-02 08:00:00,3,30,10.0
586,10,Pediatrics,2,2025-09-02 08:00:00,6,24,25.0
587,11,Emergency,2,2025-09-02 08:00:00,2,50,4.0
588,12,General Medicine,2,2025-09-02 08:00:00,0,50,0.0
589,13,Cardiology,3,2025-09-02 08:00:00,6,27,22.22
590,14,Oncology,3,2025-09-02 08:00:00,8,14,57.14
591,15,Orthopedics,3,2025-09-02 08:00:00,5,27,18.52
592,16,Pediatrics,3,2025-09-02 08:00:00,7,21,33.33
593,17,Emergency,3,2025-09-02 08:00:00,1,45,2.22
594,18,General Medicine,3,2025-09-02 08:00:00,2,45,4.44
595,1,Cardiology,1,2025-09-03 08:00:00,6,37,16.22
596,2,Oncology,1,2025-09-03 08:00:00,7,20,35.0
597,3,Orthopedics,1,2025-09-03 08:00:00,3,37,8.11
598,4,Pediatrics,1,2025-09-03 08:00:00,8,30,26.67
599,5,Emergency,1,2025-09-03 08:00:00,0,62,0.0
600,6,General Medicine,1,2025-09-03 08:00:00,7,62,11.29
601,7,Cardiology,2,2025-09-03 08:00:00,10,30,33.33
602,8,Oncology,2,2025-09-03 08:00:00,6,16,37.5
603,9,Orthopedics,2,2025-09-03 08:00:00,2,30,6.67
604,10,Pediatrics,2,2025-09-03 08:00:00,8,24,33.33
605,11,Emergency,2,2025-09-03 08:00:00,2,50,4.0
606,12,General Medicine,2,2025-09-03 08:00:00,1,50,2.0
607,13,Cardiology,3,2025-09-03 08:00:00,7,27,25.93
608,14,Oncology,3,2025-09-03 08:00:00,8,14,57.14
609,15,Orthopedics,3,2025-09-03 08:00:00,3,27,11.11
610,16,Pediatrics,3,2025-09-03 08:00:00,7,21,33.33
611,17,Emergency,3,2025-09-03 08:00:00,0,45,0.0
612,18,General Medicine,3,2025-09-03 08:00:00,5,45,11.11
613,1,Cardiology,1,2025-09-04 08:00:00,7,37,18.92
614,2,Oncology,1,2025-09-04 08:00:00,7,20,35.0
615,3,Orthopedics,1,2025-09-04 08:00:00,2,37,5.41
616,4,Pediatrics,1,2025-09-04 08:00:00,9,30,30.0
617,5,Emergency,1,2025-09-04 08:00:00,2,62,3.23
618,6,General Medicine,1,2025-09-04 08:00:00,6,62,9.68
619,7,Cardiology,2,2025-09-04 08:00:00,10,30,33.33
620,8,Oncology,2,2025-09-04 08:00:00,7,16,43.75
621,9,Orthopedics,2,2025-09-04 08:00:00,2,30,6.67
622,10,Pediatrics,2,2025-09-04 08:00:00,7,24,29.17
623,11,Emergency,2,2025-09-04 08:00:00,0,50,0.0
624,12,General Medicine,2,2025-09-04 08:00:00,1,50,2.0
625,13,Cardiology,3,2025-09-04 08:00:00,7,27,25.93
626,14,Oncology,3,2025-09-04 08:00:00,8,14,57.14
627,15,Orthopedics,3,2025-09-04 08:00:00,1,27,3.7
628,16,Pediatrics,3,2025-09-04 08:00:00,6,21,28.57
629,17,Emergency,3,2025-09-04 08:00:00,0,45,0.0
630,18,General Medicine,3,2025-09-04 08:00:00,4,45,8.89
631,1,Cardiology,1,2025-09-05 08:00:00,7,37,18.92
632,2,Oncology,1,2025-09-05 08:00:00,6,20,30.0
633,3,Orthopedics,1,2025-09-05 08:00:00,3,37,8.11
634,4,Pediatrics,1,2025-09-05 08:00:00,9,30,30.0
635,5,Emergency,1,2025-09-05 08:00:00,2,62,3.23
636,6,General Medicine,1,2025-09-05 08:00:00,4,62,6.45
637,7,Cardiology,2,2025-09-05 08:00:00,11,30,36.67
638,8,Oncology,2,2025-09-05 08:00:00,7,16,43.75
639,9,Orthopedics,2,2025-09-05 08:00:00,0,30,0.0
640,10,Pediatrics,2,2025-09-05 08:00:00,6,24,25.0
641,11,Emergency,2,2025-09-05 08:00:00,0,50,0.0
642,12,General Medicine,2,2025-09-05 08:00:00,1,50,2.0
643,13,Cardiology,3,2025-09-05 08:00:00,6,27,22.22
644,14,Oncology,3,2025-09-05 08:00:00,9,14,64.29
645,15,Orthopedics,3,2025-09-05 08:00:00,1,27,3.7
646,16,Pediatrics,3,2025-09-05 08:00:00,7,21,33.33
647,17,Emergency,3,2025-09-05 08:00:00,0,45,0.0
648,18,General Medicine,3,2025-09-05 08:00:00,2,45,4.44
649,1,Cardiology,1,2025-09-06 08:00:00,9,37,24.32
650,2,Oncology,1,2025-09-06 08:00:00,7,20,35.0
651,3,Orthopedics,1,2025-09-06 08:00:00,3,37,8.11
652,4,Pediatrics,1,2025-09-06 08:00:00,9,30,30.0
653,5,Emergency,1,2025-09-06 08:00:00,1,62,1.61
654,6,General Medicine,1,2025-09-06 08:00:00,3,62,4.84
655,7,Cardiology,2,2025-09-06 08:00:00,11,30,36.67
656,8,Oncology,2,2025-09-06 08:00:00,9,16,56.25
657,9,Orthopedics,2,2025-09-06 08:00:00,0,30,0.0
658,10,Pediatrics,2,2025-09-06 08:00:00,6,24,25.0
659,11,Emergency,2,2025-09-06 08:00:00,0,50,0.0
660,12,General Medicine,2,2025-09-06 08:00:00,4,50,8.0
661,13,Cardiology,3,2025-09-06 08:00:00,6,27,22.22
662,14,Oncology,3,2025-09-06 08:00:00,9,14,64.29
663,15,Orthopedics,3,2025-09-06 08:00:00,1,27,3.7
664,16,Pediatrics,3,2025-09-06 08:00:00,6,21,28.57
665,17,Emergency,3,2025-09-06 08:00:00,1,45,2.22
666,18,General Medicine,3,2025-09-06 08:00:00,2,45,4.44
667,1,Cardiology,1,2025-09-07 08:00:00,9,37,24.32
668,2,Oncology,1,2025-09-07 08:00:00,7,20,35.0
669,3,Orthopedics,1,2025-09-07 08:00:00,3,37,8.11
670,4,Pediatrics,1,2025-09-07 08:00:00,6,30,20.0
671,5,Emergency,1,2025-09-07 08:00:00,2,62,3.23
672,6,General Medicine,1,2025-09-07 08:00:00,2,62,3.23
673,7,Cardiology,2,2025-09-07 08:00:00,10,30,33.33
674,8,Oncology,2,2025-09-07 08:00:00,11,16,68.75
675,9,Orthopedics,2,2025-09-07 08:00:00,2,30,6.67
676,10,Pediatrics,2,2025-09-07 08:00:00,2,24,8.33
677,11,Emergency,2,2025-09-07 08:00:00,1,50,2.0
678,12,General Medicine,2,2025-09-07 08:00:00,5,50,10.0
679,13,Cardiology,3,2025-09-07 08:00:00,6,27,22.22
680,14,Oncology,3,2025-09-07 08:00:00,9,14,64.29
681,15,Orthopedics,3,2025-09-07 08:00:00,0,27,0.0
682,16,Pediatrics,3,2025-09-07 08:00:00,5,21,23.81
683,17,Emergency,3,2025-09-07 08:00:00,3,45,6.67
684,18,General Medicine,3,2025-09-07 08:00:00,3,45,6.67
685,1,Cardiology,1,2025-09-08 08:00:00,10,37,27.03
686,2,Oncology,1,2025-09-08 08:00:00,8,20,40.0
687,3,Orthopedics,1,2025-09-08 08:00:00,2,37,5.41
688,4,Pediatrics,1,2025-09-08 08:00:00,6,30,20.0
689,5,Emergency,1,2025-09-08 08:00:00,3,62,4.84
690,6,General Medicine,1,2025-09-08 08:00:00,3,62,4.84
691,7,Cardiology,2,2025-09-08 08:00:00,8,30,26.67
692,8,Oncology,2,2025-09-08 08:00:00,10,16,62.5
693,9,Orthopedics,2,2025-09-08 08:00:00,2,30,6.67
694,10,Pediatrics,2,2025-09-08 08:00:00,3,24,12.5
695,11,Emergency,2,2025-09-08 08:00:00,0,50,0.0
696,12,General Medicine,2,2025-09-08 08:00:00,4,50,8.0
697,13,Cardiology,3,2025-09-08 08:00:00,5,27,18.52
698,14,Oncology,3,2025-09-08 08:00:00,9,14,64.29
699,15,Orthopedics,3,2025-09-08 08:00:00,0,27,0.0
700,16,Pediatrics,3,2025-09-08 08:00:00,3,21,14.29
701,17,Emergency,3,2025-09-08 08:00:00,3,45,6.67
702,18,General Medicine,3,2025-09-08 08:00:00,3,45,6.67
703,1,Cardiology,1,2025-09-09 08:00:00,9,37,24.32
704,2,Oncology,1,2025-09-09 08:00:00,8,20,40.0
705,3,Orthopedics,1,2025-09-09 08:00:00,2,37,5.41
706,4,Pediatrics,1,2025-09-09 08:00:00,5,30,16.67
707,5,Emergency,1,2025-09-09 08:00:00,2,62,3.23
708,6,General Medicine,1,2025-09-09 08:00:00,4,62,6.45
709,7,Cardiology,2,2025-09-09 08:00:00,7,30,23.33
710,8,Oncology,2,2025-09-09 08:00:00,11,16,68.75
711,9,Orthopedics,2,2025-09-09 08:00:00,3,30,10.0
712,10,Pediatrics,2,2025-09-09 08:00:00,2,24,8.33
713,11,Emergency,2,2025-09-09 08:00:00,0,50,0.0
714,12,General Medicine,2,2025-09-09 08:00:00,2,50,4.0
715,13,Cardiology,3,2025-09-09 08:00:00,7,27,25.93
716,14,Oncology,3,2025-09-09 08:00:00,8,14,57.14
717,15,Orthopedics,3,2025-09-09 08:00:00,0,27,0.0
718,16,Pediatrics,3,2025-09-09 08:00:00,2,21,9.52
719,17,Emergency,3,2025-09-09 08:00:00,2,45,4.44
720,18,General Medicine,3,2025-09-09 08:00:00,3,45,6.67
721,1,Cardiology,1,2025-09-10 08:00:00,8,37,21.62
722,2,Oncology,1,2025-09-10 08:00:00,8,20,40.0
723,3,Orthopedics,1,2025-09-10 08:00:00,2,37,5.41
724,4,Pediatrics,1,2025-09-10 08:00:00,8,30,26.67
725,5,Emergency,1,2025-09-10 08:00:00,0,62,0.0
726,6,General Medicine,1,2025-09-10 08:00:00,3,62,4.84
727,7,Cardiology,2,2025-09-10 08:00:00,7,30,23.33
728,8,Oncology,2,2025-09-10 08:00:00,11,16,68.75
729,9,Orthopedics,2,2025-09-10 08:00:00,4,30,13.33
730,10,Pediatrics,2,2025-09-10 08:00:00,3,24,12.5
731,11,Emergency,2,2025-09-10 08:00:00,1,50,2.0
732,12,General Medicine,2,2025-09-10 08:00:00,4,50,8.0
733,13,Cardiology,3,2025-09-10 08:00:00,9,27,33.33
734,14,Oncology,3,2025-09-10 08:00:00,8,14,57.14
735,15,Orthopedics,3,2025-09-10 08:00:00,2,27,7.41
736,16,Pediatrics,3,2025-09-10 08:00:00,3,21,14.29
737,17,Emergency,3,2025-09-10 08:00:00,5,45,11.11
738,18,General Medicine,3,2025-09-10 08:00:00,3,45,6.67
739,1,Cardiology,1,2025-09-11 08:00:00,8,37,21.62
740,2,Oncology,1,2025-09-11 08:00:00,8,20,40.0
741,3,Orthopedics,1,2025-09-11 08:00:00,2,37,5.41
742,4,Pediatrics,1,2025-09-11 08:00:00,9,30,30.0
743,5,Emergency,1,2025-09-11 08:00:00,0,62,0.0
744,6,General Medicine,1,2025-09-11 08:00:00,3,62,4.84
745,7,Cardiology,2,2025-09-11 08:00:00,7,30,23.33
746,8,Oncology,2,2025-09-11 08:00:00,11,16,68.75
747,9,Orthopedics,2,2025-09-11 08:00:00,3,30,10.0
748,10,Pediatrics,2,2025-09-11 08:00:00,2,24,8.33
749,11,Emergency,2,2025-09-11 08:00:00,1,50,2.0
750,12,General Medicine,2,2025-09-11 08:00:00,5,50,10.0
751,13,Cardiology,3,2025-09-11 08:00:00,8,27,29.63
752,14,Oncology,3,2025-09-11 08:00:00,10,14,71.43
753,15,Orthopedics,3,2025-09-11 08:00:00,3,27,11.11
754,16,Pediatrics,3,2025-09-11 08:00:00,3,21,14.29
755,17,Emergency,3,2025-09-11 08:00:00,3,45,6.67
756,18,General Medicine,3,2025-09-11 08:00:00,2,45,4.44
757,1,Cardiology,1,2025-09-12 08:00:00,8,37,21.62
758,2,Oncology,1,2025-09-12 08:00:00,8,20,40.0
759,3,Orthopedics,1,2025-09-12 08:00:00,3,37,8.11
760,4,Pediatrics,1,2025-09-12 08:00:00,6,30,20.0
761,5,Emergency,1,2025-09-12 08:00:00,1,62,1.61
762,6,General Medicine,1,2025-09-12 08:00:00,4,62,6.45
763,7,Cardiology,2,2025-09-12 08:00:00,7,30,23.33
764,8,Oncology,2,2025-09-12 08:00:00,12,16,75.0
765,9,Orthopedics,2,2025-09-12 08:00:00,3,30,10.0
766,10,Pediatrics,2,2025-09-12 08:00:00,2,24,8.33
767,11,Emergency,2,2025-09-12 08:00:00,2,50,4.0
768,12,General Medicine,2,2025-09-12 08:00:00,4,50,8.0
769,13,Cardiology,3,2025-09-12 08:00:00,6,27,22.22
770,14,Oncology,3,2025-09-12 08:00:00,10,14,71.43
771,15,Orthopedics,3,2025-09-12 08:00:00,3,27,11.11
772,16,Pediatrics,3,2025-09-12 08:00:00,3,21,14.29
773,17,Emergency,3,2025-09-12 08:00:00,1,45,2.22
774,18,General Medicine,3,2025-09-12 08:00:00,1,45,2.22
775,1,Cardiology,1,2025-09-13 08:00:00,8,37,21.62
776,2,Oncology,1,2025-09-13 08:00:00,8,20,40.0
777,3,Orthopedics,1,2025-09-13 08:00:00,2,37,5.41
778,4,Pediatrics,1,2025-09-13 08:00:00,5,30,16.67
779,5,Emergency,1,2025-09-13 08:00:00,1,62,1.61
780,6,General Medicine,1,2025-09-13 08:00:00,5,62,8.06
781,7,Cardiology,2,2025-09-13 08:00:00,6,30,20.0
782,8,Oncology,2,2025-09-13 08:00:00,9,16,56.25
783,9,Orthopedics,2,2025-09-13 08:00:00,2,30,6.67
784,10,Pediatrics,2,2025-09-13 08:00:00,3,24,12.5
785,11,Emergency,2,2025-09-13 08:00:00,1,50,2.0
786,12,General Medicine,2,2025-09-13 08:00:00,3,50,6.0
787,13,Cardiology,3,2025-09-13 08:00:00,6,27,22.22
788,14,Oncology,3,2025-09-13 08:00:00,11,14,78.57
789,15,Orthopedics,3,2025-09-13 08:00:00,5,27,18.52
790,16,Pediatrics,3,2025-09-13 08:00:00,6,21,28.57
791,17,Emergency,3,2025-09-13 08:00:00,1,45,2.22
792,18,General Medicine,3,2025-09-13 08:00:00,1,45,2.22
793,1,Cardiology,1,2025-09-14 08:00:00,9,37,24.32
794,2,Oncology,1,2025-09-14 08:00:00,8,20,40.0
795,3,Orthopedics,1,2025-09-14 08:00:00,3,37,8.11
796,4,Pediatrics,1,2025-09-14 08:00:00,2,30,6.67
797,5,Emergency,1,2025-09-14 08:00:00,0,62,0.0
798,6,General Medicine,1,2025-09-14 08:00:00,3,62,4.84
799,7,Cardiology,2,2025-09-14 08:00:00,5,30,16.67
800,8,Oncology,2,2025-09-14 08:00:00,9,16,56.25
801,9,Orthopedics,2,2025-09-14 08:00:00,1,30,3.33
802,10,Pediatrics,2,2025-09-14 08:00:00,2,24,8.33
803,11,Emergency,2,2025-09-14 08:00:00,1,50,2.0
804,12,General Medicine,2,2025-09-14 08:00:00,4,50,8.0
805,13,Cardiology,3,2025-09-14 08:00:00,6,27,22.22
806,14,Oncology,3,2025-09-14 08:00:00,9,14,64.29
807,15,Orthopedics,3,2025-09-14 08:00:00,5,27,18.52
808,16,Pediatrics,3,2025-09-14 08:00:00,8,21,38.1
809,17,Emergency,3,2025-09-14 08:00:00,0,45,0.0
810,18,General Medicine,3,2025-09-14 08:00:00,3,45,6.67
811,1,Cardiology,1,2025-09-15 08:00:00,9,37,24.32
812,2,Oncology,1,2025-09-15 08:00:00,9,20,45.0
813,3,Orthopedics,1,2025-09-15 08:00:00,4,37,10.81
814,4,Pediatrics,1,2025-09-15 08:00:00,3,30,10.0
815,5,Emergency,1,2025-09-15 08:00:00,0,62,0.0
816,6,General Medicine,1,2025-09-15 08:00:00,4,62,6.45
817,7,Cardiology,2,2025-09-15 08:00:00,3,30,10.0
818,8,Oncology,2,2025-09-15 08:00:00,10,16,62.5
819,9,Orthopedics,2,2025-09-15 08:00:00,1,30,3.33
820,10,Pediatrics,2,2025-09-15 08:00:00,1,24,4.17
821,11,Emergency,2,2025-09-15 08:00:00,0,50,0.0
822,12,General Medicine,2,2025-09-15 08:00:00,5,50,10.0
823,13,Cardiology,3,2025-09-15 08:00:00,6,27,22.22
824,14,Oncology,3,2025-09-15 08:00:00,10,14,71.43
825,15,Orthopedics,3,2025-09-15 08:00:00,4,27,14.81
826,16,Pediatrics,3,2025-09-15 08:00:00,7,21,33.33
827,17,Emergency,3,2025-09-15 08:00:00,0,45,0.0
828,18,General Medicine,3,2025-09-15 08:00:00,3,45,6.67
829,1,Cardiology,1,2025-09-16 08:00:00,8,37,21.62
830,2,Oncology,1,2025-09-16 08:00:00,9,20,45.0
831,3,Orthopedics,1,2025-09-16 08:00:00,4,37,10.81
832,4,Pediatrics,1,2025-09-16 08:00:00,3,30,10.0
833,5,Emergency,1,2025-09-16 08:00:00,2,62,3.23
834,6,General Medicine,1,2025-09-16 08:00:00,2,62,3.23
835,7,Cardiology,2,2025-09-16 08:00:00,2,30,6.67
836,8,Oncology,2,2025-09-16 08:00:00,11,16,68.75
837,9,Orthopedics,2,2025-09-16 08:00:00,2,30,6.67
838,10,Pediatrics,2,2025-09-16 08:00:00,1,24,4.17
839,11,Emergency,2,2025-09-16 08:00:00,0,50,0.0
840,12,General Medicine,2,2025-09-16 08:00:00,5,50,10.0
841,13,Cardiology,3,2025-09-16 08:00:00,6,27,22.22
842,14,Oncology,3,2025-09-16 08:00:00,9,14,64.29
843,15,Orthopedics,3,2025-09-16 08:00:00,4,27,14.81
